ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents
2020-04-30 00:42:32.257345024,CxnDecJ7i0qWNjsRl,192.168.0.4,8443,10.0.1.6,57262,tcp,,0 days 00:00:00.009307,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:33.068742912,ClYTRx3qC0Ef7xTIh3,192.168.0.4,8443,10.0.1.6,57263,tcp,,0 days 00:00:00.008431,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:33.975684864,CIeHWr35mLzLQaxNK8,192.168.0.4,8443,10.0.1.6,57264,tcp,,0 days 00:00:00.021975,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:34.992378880,CA7v0h2W2q6SBCXeK5,192.168.0.4,8443,10.0.1.6,57265,tcp,,0 days 00:00:00.009248,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:36.101302016,CCOkbu99G6emUBJ6i,192.168.0.4,8443,10.0.1.6,57266,tcp,,0 days 00:00:00.009008,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:37.306065152,CnqTub4x8YuvXldVXf,192.168.0.4,8443,10.0.1.6,57267,tcp,,0 days 00:00:00.007624,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:38.619809024,CrcUTN3kY0BohKcaB5,192.168.0.4,8443,10.0.1.6,57268,tcp,,0 days 00:00:00.009189,2047,0,SH,,,0,HADF,6,2299,0,0,
2020-04-30 00:42:38.635873024,CVKKjTUCapSZi9cXe,192.168.0.4,8443,10.0.1.6,57269,tcp,,0 days 00:00:00.008439,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:38.646822912,CNDuPh2b4OpMrpXa17,192.168.0.4,8443,10.0.1.6,57270,tcp,,0 days 00:00:00.008328,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:38.663589888,C6L7Ih3rOb2ourP1cg,192.168.0.4,8443,10.0.1.6,57271,tcp,,0 days 00:00:00.007830,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:38.769665024,CS7djq2m2fl5h7YQid,192.168.0.4,8443,10.0.1.6,57272,tcp,,0 days 00:00:00.010414,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:38.781464064,CNpOFZ3ZtXMQ0paJD8,192.168.0.4,8443,10.0.1.6,57273,tcp,,0 days 00:00:00.007863,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:38.989752064,CUaalgeKqglAS4p95,192.168.0.4,8443,10.0.1.6,57274,tcp,,0 days 00:00:00.009642,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:39.001236992,CTKoSd40GKrPm5Kctc,192.168.0.4,8443,10.0.1.6,57275,tcp,,0 days 00:00:00.007456,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:39.316472064,CqXSlI1DPZ8itwzkOd,192.168.0.4,8443,10.0.1.6,57276,tcp,,0 days 00:00:00.007451,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:39.722912000,C5fcxm17bvIhO8AWG5,192.168.0.4,8443,10.0.1.6,57277,tcp,,0 days 00:00:00.008414,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:40.238482944,CRcCYV1I1Ow5R8RWgi,192.168.0.4,8443,10.0.1.6,57278,tcp,,0 days 00:00:00.008757,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:40.848416000,CdlJ94KKWvAg539K1,192.168.0.4,8443,10.0.1.6,57279,tcp,,0 days 00:00:00.008711,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:41.551095040,C23rTd4T3VCUGi7g5c,192.168.0.4,8443,10.0.1.6,57280,tcp,,0 days 00:00:00.008462,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:42.352238848,C4ygG435AWN2sUkAnf,192.168.0.4,8443,10.0.1.6,57281,tcp,,0 days 00:00:00.011492,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:43.254789120,CCwWz91tmiRgXfxwXk,192.168.0.4,8443,10.0.1.6,57282,tcp,,0 days 00:00:00.008727,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:44.254829056,C6BK8dxrFGJ9ymXr6,192.168.0.4,8443,10.0.1.6,57283,tcp,,0 days 00:00:00.010118,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:45.359826944,CEEp1DCL7RNOrJFw2,192.168.0.4,8443,10.0.1.6,57284,tcp,,0 days 00:00:00.019664,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:46.580795136,C0bRWA3Ik3BBxJqJl,192.168.0.4,8443,10.0.1.6,57285,tcp,,0 days 00:00:00.008062,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:47.890279936,CrvQej3qIhwpawgrug,192.168.0.4,8443,10.0.1.6,57286,tcp,,0 days 00:00:00.009474,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:49.300769024,CwYP2n3DkkDV7oiJoi,192.168.0.4,8443,10.0.1.6,57287,tcp,,0 days 00:00:00.008562,1962,0,SH,,,0,HADF,6,2214,0,0,
2020-04-30 00:42:49.311697920,CT4zeG1quhWE30BnZ5,192.168.0.4,8443,10.0.1.6,57288,tcp,,0 days 00:00:00.008299,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:49.321257216,CEh7Dde1YKMhmHJcf,192.168.0.4,8443,10.0.1.6,57289,tcp,,0 days 00:00:00.006390,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:49.331643136,CdLfl13ACSRqnWLjYl,192.168.0.4,8443,10.0.1.6,57290,tcp,,0 days 00:00:00.010132,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:49.441592064,C03mRV3j4uVfmIBQM1,192.168.0.4,8443,10.0.1.6,57291,tcp,,0 days 00:00:00.010445,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:49.453694976,C9CPwV2u2lONxFGA3b,192.168.0.4,8443,10.0.1.6,57292,tcp,,0 days 00:00:00.007794,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:49.666673920,Ch95vUmVkOpfvTMd4,192.168.0.4,8443,10.0.1.6,57293,tcp,,0 days 00:00:00.008535,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:49.966147072,CTgDpOACexRi5xSo8,192.168.0.4,8443,10.0.1.6,57294,tcp,,0 days 00:00:00.009281,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:50.381627136,CWzxbXwo2S1XX9Sdb,192.168.0.4,8443,10.0.1.6,57295,tcp,,0 days 00:00:00.007462,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:50.893792000,CnbCra4182RCASA7d9,192.168.0.4,8443,10.0.1.6,57296,tcp,,0 days 00:00:00.023198,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:51.512090880,CtTUAeE7PCVwB3Lgj,192.168.0.4,8443,10.0.1.6,57297,tcp,,0 days 00:00:00.007917,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:52.216588032,CIoJuv2VMNY3v4TOJl,192.168.0.4,8443,10.0.1.6,57298,tcp,,0 days 00:00:00.010366,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.016408832,C7e0HS1JQf5AHD3B36,192.168.0.4,8443,10.0.1.6,57299,tcp,,0 days 00:00:00.008579,1966,0,SH,,,0,HADF,6,2218,0,0,
2020-04-30 00:42:53.026853120,Czeqb6aixoKn8Ktg6,192.168.0.4,8443,10.0.1.6,57300,tcp,,0 days 00:00:00.006341,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.034368000,Cln17s3Cp8Wwq2rhA,192.168.0.4,8443,10.0.1.6,57301,tcp,,0 days 00:00:00.006904,2028,0,SH,,,0,HADF,6,2280,0,0,
2020-04-30 00:42:53.042635008,CkxHTv4xHueMC1dvU6,192.168.0.4,8443,10.0.1.6,57302,tcp,,0 days 00:00:00.005636,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.049395200,Coq9eH3IkDlsfWFP4l,192.168.0.4,8443,10.0.1.6,57303,tcp,,0 days 00:00:00.005887,1966,0,SH,,,0,HADF,6,2218,0,0,
2020-04-30 00:42:53.057001216,C0CPw8493CL17LRJ0b,192.168.0.4,8443,10.0.1.6,57304,tcp,,0 days 00:00:00.006520,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.064743936,Ca7kyu1Oa2KwGKnM86,192.168.0.4,8443,10.0.1.6,57305,tcp,,0 days 00:00:00.018869,1948,0,SH,,,0,HADF,6,2200,0,0,
2020-04-30 00:42:53.086409216,CBQay74Pi2v45otmtj,192.168.0.4,8443,10.0.1.6,57306,tcp,,0 days 00:00:00.009617,1823,0,SH,,,0,HADF,7,2115,0,0,
2020-04-30 00:42:53.097666048,CG7Qhv4SKxt5AYM2O6,192.168.0.4,8443,10.0.1.6,57307,tcp,,0 days 00:00:00.009055,1948,0,SH,,,0,HADF,6,2200,0,0,
2020-04-30 00:42:53.108484864,CECcIB4fkXkfP2EBTa,192.168.0.4,8443,10.0.1.6,57308,tcp,,0 days 00:00:00.006677,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.116489984,CN8ZJQ2UXX7pBEQGYi,192.168.0.4,8443,10.0.1.6,57309,tcp,,0 days 00:00:00.005879,1935,0,SH,,,0,HADF,6,2187,0,0,
2020-04-30 00:42:53.123532032,CQAMoH1P15UYcxkKUf,192.168.0.4,8443,10.0.1.6,57310,tcp,,0 days 00:00:00.006435,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.131067904,CeLNMb3wWRPzhflNll,192.168.0.4,8443,10.0.1.6,57311,tcp,,0 days 00:00:00.018832,1937,0,SH,,,0,HADF,6,2189,0,0,
2020-04-30 00:42:53.151599872,CTsQv42xq8D2jvLQqd,192.168.0.4,8443,10.0.1.6,57312,tcp,,0 days 00:00:00.013979,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.167074816,CTitNDlBppdR7eh5j,192.168.0.4,8443,10.0.1.6,57313,tcp,,0 days 00:00:00.007410,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.176024832,C0o2xn3zicpoqaOAN1,192.168.0.4,8443,10.0.1.6,57314,tcp,,0 days 00:00:00.007291,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.273242880,Coz24R1jJTvUoRXJ2f,192.168.0.4,8443,10.0.1.6,57315,tcp,,0 days 00:00:00.006779,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.485456896,CV7FVI3EEGb9PDmFXk,192.168.0.4,8443,10.0.1.6,57316,tcp,,0 days 00:00:00.007673,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:53.793057024,CQqWrb1uKdsnAI6SI9,192.168.0.4,8443,10.0.1.6,57317,tcp,,0 days 00:00:00.007268,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:54.208748032,C1j3l21bPt84ImIuBi,192.168.0.4,8443,10.0.1.6,57318,tcp,,0 days 00:00:00.009612,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:54.710387968,C0Cqr110WKvlLvaxEh,192.168.0.4,8443,10.0.1.6,57319,tcp,,0 days 00:00:00.008755,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:55.308638208,CEWypf4LgVsjUjaWZi,192.168.0.4,8443,10.0.1.6,57320,tcp,,0 days 00:00:00.008162,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:56.010595072,CMuqU34ZBbUFMEMw6j,192.168.0.4,8443,10.0.1.6,57321,tcp,,0 days 00:00:00.021534,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:56.826199040,CkxCxt2tfjCUolD2jk,192.168.0.4,8443,10.0.1.6,57322,tcp,,0 days 00:00:00.008799,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:57.726990848,Cu7i2o4hREylniugJk,192.168.0.4,8443,10.0.1.6,57323,tcp,,0 days 00:00:00.009477,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:58.727454976,CAsQs636Nihe989SY3,192.168.0.4,8443,10.0.1.6,57324,tcp,,0 days 00:00:00.007572,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:42:59.837081856,CF5xu04llQl0lJQ3jl,192.168.0.4,8443,10.0.1.6,57325,tcp,,0 days 00:00:00.010444,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:01.037300224,C3Aow42O49tUz7y67h,192.168.0.4,8443,10.0.1.6,57326,tcp,,0 days 00:00:00.007691,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:02.338341120,CAYweF2L5X48pViMi6,192.168.0.4,8443,10.0.1.6,57327,tcp,,0 days 00:00:00.008092,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:03.746014208,CmxACJ2lpOYSBnofq4,192.168.0.4,8443,10.0.1.6,57328,tcp,,0 days 00:00:00.008066999,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:05.249975808,CB6T2L2991uG1OLbCc,192.168.0.4,8443,10.0.1.6,57329,tcp,,0 days 00:00:00.007963,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:06.856343040,CJfYDp1DmHXIo0ac7a,192.168.0.4,8443,10.0.1.6,57330,tcp,,0 days 00:00:00.008818,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:08.557362176,CqQsmE1iHKQXlZCjzc,192.168.0.4,8443,10.0.1.6,57331,tcp,,0 days 00:00:00.008749,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:10.364567040,CPsrjt4BKVbgOc1s7d,192.168.0.4,8443,10.0.1.6,57333,tcp,,0 days 00:00:00.007462,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:12.278830080,CdLCAw2RzH0Vzl3fL5,192.168.0.4,8443,10.0.1.6,57334,tcp,,0 days 00:00:00.009643,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:14.279166976,CA80M42SoXdnAKkBI7,192.168.0.4,8443,10.0.1.6,57335,tcp,,0 days 00:00:00.009333,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:16.388123136,CJSlRh2TSMEEQXGn9b,192.168.0.4,8443,10.0.1.6,57336,tcp,,0 days 00:00:00.007957,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:18.596461056,CEFW2lpahZpRqjorc,192.168.0.4,8443,10.0.1.6,57337,tcp,,0 days 00:00:00.007823,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:20.896923136,C1bElC4X7Y0n3gjdK9,192.168.0.4,8443,10.0.1.6,57338,tcp,,0 days 00:00:00.010159,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:23.305844992,CEpe0A1gdoOfNrLol4,192.168.0.4,8443,10.0.1.6,57339,tcp,,0 days 00:00:00.008544,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:25.821004032,CMp9CK1DpDn4A8E8Nl,192.168.0.4,8443,10.0.1.6,57340,tcp,,0 days 00:00:00.009754,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:28.431009024,Ccpwyz4gEjVWalvo3d,192.168.0.4,8443,10.0.1.6,57341,tcp,,0 days 00:00:00.009645,1823,0,SH,,,0,HADF,7,2115,0,0,
2020-04-30 00:43:31.130633216,CtzVdi49br9C6l6dE9,192.168.0.4,8443,10.0.1.6,57342,tcp,,0 days 00:00:00.008205,1947,0,SH,,,0,HADF,6,2199,0,0,
2020-04-30 00:43:31.141885952,C6liQabAKqQ6Gi1L6,192.168.0.4,8443,10.0.1.6,57343,tcp,,0 days 00:00:00.008754,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:31.152578048,CUvrJI3WDtbMEGfpFc,192.168.0.4,8443,10.0.1.6,57344,tcp,,0 days 00:00:00.008326999,1981,0,SH,,,0,HADF,6,2233,0,0,
2020-04-30 00:43:31.166760960,CSDH0a3lOKpqUCSC15,192.168.0.4,8443,10.0.1.6,57345,tcp,,0 days 00:00:00.007781,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:31.175937024,CcvJRI1Nj30UoKI7Bk,192.168.0.4,8443,10.0.1.6,57346,tcp,,0 days 00:00:00.006347,1949,0,SH,,,0,HADF,6,2201,0,0,
2020-04-30 00:43:31.184103936,CVodNs4QvqFI03uvck,192.168.0.4,8443,10.0.1.6,57347,tcp,,0 days 00:00:00.008168,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:31.193667840,Ca7Vb88e1m8pfesl7,192.168.0.4,8443,10.0.1.6,57348,tcp,,0 days 00:00:00.008902,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:31.204435200,CVhAAK3nrhFsufoKQ9,192.168.0.4,8443,10.0.1.6,57349,tcp,,0 days 00:00:00.006704,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:31.212680960,CtvId11ti59F8jEw27,192.168.0.4,8443,10.0.1.6,57350,tcp,,0 days 00:00:00.007608,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:31.318331904,CaSFEE4dkt2rhcMFA9,192.168.0.4,8443,10.0.1.6,57351,tcp,,0 days 00:00:00.009616,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:31.527556864,CqH2mb3rsYn0dE771l,192.168.0.4,8443,10.0.1.6,57352,tcp,,0 days 00:00:00.007277,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:31.837490944,CFvVXG3FPU0kgrnVCj,192.168.0.4,8443,10.0.1.6,57353,tcp,,0 days 00:00:00.011028,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:32.243017984,CRJfGgIxL10iDFeSl,192.168.0.4,8443,10.0.1.6,57354,tcp,,0 days 00:00:00.009312,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:32.743246080,Cl3GYA4d537Sp7RiQb,192.168.0.4,8443,10.0.1.6,57355,tcp,,0 days 00:00:00.012641,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:33.357448192,CnCyG43oKVbNysdXp2,192.168.0.4,8443,10.0.1.6,57356,tcp,,0 days 00:00:00.007882999,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:34.070171136,CPlVr51lpS1hdt7rH5,192.168.0.4,8443,10.0.1.6,57357,tcp,,0 days 00:00:00.011233,1978,0,SH,,,0,HADF,6,2230,0,0,
2020-04-30 00:43:34.086048000,CKlfu216xAtJhQGTL3,192.168.0.4,8443,10.0.1.6,57358,tcp,,0 days 00:00:00.010110,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:34.097645056,Cns1N13hCNFcdhvQ1,192.168.0.4,8443,10.0.1.6,57359,tcp,,0 days 00:00:00.007104,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:34.105885952,CaVBPU2qkRO3KEL9y7,192.168.0.4,8443,10.0.1.6,57360,tcp,,0 days 00:00:00.008500,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:34.116421888,CzCoWW1m5H6gNvhEMa,192.168.0.4,8443,10.0.1.6,57361,tcp,,0 days 00:00:00.005844,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:34.226866944,CkXexU3eQojDGBNYG,192.168.0.4,8443,10.0.1.6,57362,tcp,,0 days 00:00:00.008873,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:34.429550848,CbrB9n3ype7BXLfYw1,192.168.0.4,8443,10.0.1.6,57363,tcp,,0 days 00:00:00.008946,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:34.742552064,COy6Xe3Ag7U8f4mxkj,192.168.0.4,8443,10.0.1.6,57364,tcp,,0 days 00:00:00.011114,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:35.158226944,CzBFtm309JgRDA8Qyh,192.168.0.4,8443,10.0.1.6,57365,tcp,,0 days 00:00:00.010010,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:35.665572864,Cykb0B4mqc7P7iKfv6,192.168.0.4,8443,10.0.1.6,57366,tcp,,0 days 00:00:00.008569,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:36.266156032,CAbyQv3Hl1ewTEloQ5,192.168.0.4,8443,10.0.1.6,57367,tcp,,0 days 00:00:00.008286,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:36.965486080,CgWhkI1NgjpVv9UPs9,192.168.0.4,8443,10.0.1.6,57368,tcp,,0 days 00:00:00.008457,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:37.770332928,Cl2ORG26wTrQbdIGo4,192.168.0.4,8443,10.0.1.6,57369,tcp,,0 days 00:00:00.007256,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:38.683219968,CNNFGq2ukksalEkned,192.168.0.4,8443,10.0.1.6,57370,tcp,,0 days 00:00:00.008769,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:39.683299072,C3vPGg2tH18BLKgiRg,192.168.0.4,8443,10.0.1.6,57371,tcp,,0 days 00:00:00.008133,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:40.783586048,CvOxgvwZcp1luXAL1,192.168.0.4,8443,10.0.1.6,57372,tcp,,0 days 00:00:00.008605,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:41.984598016,CFmAr44E6uad4VUskf,192.168.0.4,8443,10.0.1.6,57373,tcp,,0 days 00:00:00.017772,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:43.299736064,Ck971Z3OffHrpJ1y3i,192.168.0.4,8443,10.0.1.6,57374,tcp,,0 days 00:00:00.007974999,2011,0,SH,,,0,HADF,6,2263,0,0,
2020-04-30 00:43:43.313426944,C3KndMzPcwTvYTjzl,192.168.0.4,8443,10.0.1.6,57375,tcp,,0 days 00:00:00.007500,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:43.322406912,CXeoRg4Eb1EuR4r4Ub,192.168.0.4,8443,10.0.1.6,57376,tcp,,0 days 00:00:00.006991,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:43.331479040,CPJuLn132HymYp0odi,192.168.0.4,8443,10.0.1.6,57377,tcp,,0 days 00:00:00.006237,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:43.446213888,CJt3QP1LQFqBMk2zpj,192.168.0.4,8443,10.0.1.6,57378,tcp,,0 days 00:00:00.009391,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:43.457175040,CP7Inv4fPwyvH31ZA9,192.168.0.4,8443,10.0.1.6,57379,tcp,,0 days 00:00:00.007158,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:43.664988928,CWDV3N3J5SuLyCA5Fk,192.168.0.4,8443,10.0.1.6,57380,tcp,,0 days 00:00:00.008818,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:43.675591936,CUNHoB4DB1bJGth1g,192.168.0.4,8443,10.0.1.6,57381,tcp,,0 days 00:00:00.007206,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:43.993206016,CNFPUJr9rMQvW6aDe,192.168.0.4,8443,10.0.1.6,57382,tcp,,0 days 00:00:00.008799,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:44.395488000,CDmimK2qcA10pmKwU,192.168.0.4,8443,10.0.1.6,57383,tcp,,0 days 00:00:00.007567,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:44.911578880,C92lJU1Pxg4mrEyJw7,192.168.0.4,8443,10.0.1.6,57384,tcp,,0 days 00:00:00.008671,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:45.526813952,CSGZoi41MEWCje8bQk,192.168.0.4,8443,10.0.1.6,57385,tcp,,0 days 00:00:00.009897,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:46.227844096,CI5wCv26bjo4COvkkh,192.168.0.4,8443,10.0.1.6,57386,tcp,,0 days 00:00:00.008511,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:47.027715840,CShWUH1IIVJqZlfTGb,192.168.0.4,8443,10.0.1.6,57387,tcp,,0 days 00:00:00.009188,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:47.934905088,CB1XPH2IKBTY9mdSod,192.168.0.4,8443,10.0.1.6,57388,tcp,,0 days 00:00:00.008059,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:48.934758912,CrTdNV48LWPDNP2R7,192.168.0.4,8443,10.0.1.6,57389,tcp,,0 days 00:00:00.009188,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:50.038769920,COeoxvYgxso3k4Tzj,192.168.0.4,8443,10.0.1.6,57390,tcp,,0 days 00:00:00.009669,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:51.239054848,CrSeqX2HOMKflYRdzj,192.168.0.4,8443,10.0.1.6,57391,tcp,,0 days 00:00:00.009085,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:52.540381952,C87y3I3P6j7pXYO5P,192.168.0.4,8443,10.0.1.6,57392,tcp,,0 days 00:00:00.008580,2032,0,SH,,,0,HADF,6,2284,0,0,
2020-04-30 00:43:52.553868032,C4C7PV1bSHyw9DGIBl,192.168.0.4,8443,10.0.1.6,57393,tcp,,0 days 00:00:00.007655,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:52.563102976,C4TuJ22kmtAKEFbhPg,192.168.0.4,8443,10.0.1.6,57394,tcp,,0 days 00:00:00.006066,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:52.570439936,CU4qQp1ABDyfdrA557,192.168.0.4,8443,10.0.1.6,57395,tcp,,0 days 00:00:00.006053,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:52.681005056,CWEGBM2hZ6dAhBygV1,192.168.0.4,8443,10.0.1.6,57396,tcp,,0 days 00:00:00.010369,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:52.692816128,CzjAh91Skfn0J2SV29,192.168.0.4,8443,10.0.1.6,57397,tcp,,0 days 00:00:00.007822,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:52.899709952,C3SAHuncck1AXOJ92,192.168.0.4,8443,10.0.1.6,57398,tcp,,0 days 00:00:00.008703,1823,0,SH,,,0,HADF,6,2075,0,0,
2020-04-30 00:43:53.201984000,C3SfkN2ExuZNik1UGb,192.168.0.4,8443,10.0.1.6,57399,tcp,,0 days 00:00:00.007635,1823,0,SH,,,0,HADF,6,2075,0,0,
