Time of Day,Process Name,PID,Operation,Path,Source
1:10:50.0464035 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.0583443 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.0583898 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.0616579 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.0625052 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.0694684 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0695005 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0695178 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0695432 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\CLSID\{56AD4C5D-B908-4F85-8FF1-7940C29B3BCF}\Instance,Process Monitor
1:10:50.0695746 PM,Explorer.EXE,1296,RegOpenKey,HKCR\CLSID\{56AD4C5D-B908-4F85-8FF1-7940C29B3BCF}\Instance,Process Monitor
1:10:50.0707820 PM,Explorer.EXE,1296,RegOpenKey,HKCU,Process Monitor
1:10:50.0708252 PM,Explorer.EXE,1296,RegCloseKey,HKCU,Process Monitor
1:10:50.0711028 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0711337 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0711539 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0711785 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\CLSID\{56AD4C5D-B908-4F85-8FF1-7940C29B3BCF}\Instance,Process Monitor
1:10:50.0712117 PM,Explorer.EXE,1296,RegOpenKey,HKCR\CLSID\{56AD4C5D-B908-4F85-8FF1-7940C29B3BCF}\Instance,Process Monitor
1:10:50.0716018 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0716397 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0716590 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0716815 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Applications\Procmon64.exe,Process Monitor
1:10:50.0717121 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\Procmon64.exe,Process Monitor
1:10:50.0717470 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0718287 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0718509 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0718817 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Applications\Procmon64.exe,Process Monitor
1:10:50.0719121 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\Procmon64.exe,Process Monitor
1:10:50.0721453 PM,Explorer.EXE,1296,CreateFile,C:\Users\azureuser\Downloads\ProcessMonitor\Procmon64.exe,Process Monitor
1:10:50.0721758 PM,Explorer.EXE,1296,QueryBasicInformationFile,C:\Users\azureuser\Downloads\ProcessMonitor\Procmon64.exe,Process Monitor
1:10:50.0721963 PM,Explorer.EXE,1296,CloseFile,C:\Users\azureuser\Downloads\ProcessMonitor\Procmon64.exe,Process Monitor
1:10:50.0748610 PM,Explorer.EXE,1296,RegOpenKey,HKCU,Process Monitor
1:10:50.0748970 PM,Explorer.EXE,1296,RegCloseKey,HKCU,Process Monitor
1:10:50.0751702 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.0751933 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.0752156 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0752448 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0752643 PM,Explorer.EXE,1296,RegQueryKey,HKCU\Software\Classes,Process Monitor
1:10:50.0752875 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\CLSID\{56AD4C5D-B908-4F85-8FF1-7940C29B3BCF}\Instance,Process Monitor
1:10:50.0753573 PM,Explorer.EXE,1296,RegOpenKey,HKCR\CLSID\{56AD4C5D-B908-4F85-8FF1-7940C29B3BCF}\Instance,Process Monitor
1:10:50.0782407 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.0782861 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.0905341 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.0905716 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.1019244 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.1019702 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.1061596 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.1230379 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.1385614 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 191.101.157.129:50648,Process Monitor
1:10:50.1386033 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 191.101.157.129:50648,Process Monitor
1:10:50.1389095 PM,lsass.exe,748,RegOpenKey,HKLM\SAM\SAM\DOMAINS\Account\Users\Names\GABY,Process Monitor
1:10:50.1389539 PM,lsass.exe,748,RegOpenKey,HKLM\SAM\SAM\DOMAINS\Account\Users\000001F5,Process Monitor
1:10:50.1389848 PM,lsass.exe,748,RegQueryValue,HKLM\SAM\SAM\Domains\Account\Users\000001F5\InternetSID,Process Monitor
1:10:50.1390131 PM,lsass.exe,748,RegQueryValue,HKLM\SAM\SAM\Domains\Account\Users\000001F5\F,Process Monitor
1:10:50.1390447 PM,lsass.exe,748,RegQueryKey,HKLM,Process Monitor
1:10:50.1390674 PM,lsass.exe,748,RegOpenKey,HKLM\SYSTEM\CurrentControlSet\Control\EAS\Policies,Process Monitor
1:10:50.1390949 PM,lsass.exe,748,RegOpenKey,HKLM\System\CurrentControlSet\Control\EAS\Policies,Process Monitor
1:10:50.1391229 PM,lsass.exe,748,RegQueryKey,HKLM,Process Monitor
1:10:50.1391435 PM,lsass.exe,748,RegOpenKey,HKLM\SYSTEM\CurrentControlSet\Control\EAS\Policies,Process Monitor
1:10:50.1391654 PM,lsass.exe,748,RegOpenKey,HKLM\System\CurrentControlSet\Control\EAS\Policies,Process Monitor
1:10:50.1391886 PM,lsass.exe,748,RegQueryKey,HKLM,Process Monitor
1:10:50.1392091 PM,lsass.exe,748,RegOpenKey,HKLM\SYSTEM\CurrentControlSet\Control\EAS\Policies,Process Monitor
1:10:50.1392317 PM,lsass.exe,748,RegOpenKey,HKLM\System\CurrentControlSet\Control\EAS\Policies,Process Monitor
1:10:50.1392544 PM,lsass.exe,748,RegQueryKey,HKLM,Process Monitor
1:10:50.1392749 PM,lsass.exe,748,RegOpenKey,HKLM\SYSTEM\CurrentControlSet\Control\EAS\Policies,Process Monitor
1:10:50.1392986 PM,lsass.exe,748,RegOpenKey,HKLM\System\CurrentControlSet\Control\EAS\Policies,Process Monitor
1:10:50.1393250 PM,lsass.exe,748,RegQueryValue,HKLM\SAM\SAM\Domains\Account\Users\000001F5\ForcePasswordReset,Process Monitor
1:10:50.1393503 PM,lsass.exe,748,RegQueryValue,HKLM\SAM\SAM\Domains\Account\Users\000001F5\V,Process Monitor
1:10:50.1394092 PM,lsass.exe,748,RegCloseKey,HKLM\SAM\SAM\Domains\Account\Users\000001F5,Process Monitor
1:10:50.1405580 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.1553083 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.1708071 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.1853189 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.2004227 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.2173202 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.2336889 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.2484205 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.2654702 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.2788212 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.2950618 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3125742 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3220620 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3233939 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3262823 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3397668 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3589154 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3843195 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3881767 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3882086 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3882205 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3882312 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3882415 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3882520 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3882623 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3882724 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3882828 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3882932 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3886698 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3886820 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3902043 PM,SearchProtocolHost.exe,1696,ReadFile,C:\Users\azureuser\Downloads\Ability Log\Rundll32 with Ordinal Value (T1218.011)\Rundll32 with Ordinal Value (T1218.011).CSV,Process Monitor
1:10:50.3921289 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3921497 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3921599 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3922483 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3922579 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3922672 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.3973628 PM,svchost.exe,6480,Thread Create,,Process Monitor
1:10:50.4443267 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.4513721 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.4670298 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.4816953 PM,SearchProtocolHost.exe,1696,ReadFile,C:\Users\azureuser\Downloads\Ability Log\Rundll32 with Ordinal Value (T1218.011)\Rundll32 with Ordinal Value (T1218.011).CSV,Process Monitor
1:10:50.4828192 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.4995496 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5166584 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5306701 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5339227 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5340233 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5340339 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5351589 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5370005 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5444149 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5605809 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5798345 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5860919 PM,svchost.exe,2144,RegQueryKey,HKCR,Process Monitor
1:10:50.5861152 PM,svchost.exe,2144,RegOpenKey,HKCR\CLSID\{397A2E5F-348C-482D-B9A3-57D383B483CD},Process Monitor
1:10:50.5861421 PM,svchost.exe,2144,RegQueryKey,HKCR\CLSID\{397a2e5f-348c-482d-b9a3-57d383b483cd},Process Monitor
1:10:50.5861607 PM,svchost.exe,2144,RegOpenKey,HKCR\CLSID\{397a2e5f-348c-482d-b9a3-57d383b483cd}\TreatAs,Process Monitor
1:10:50.5864810 PM,svchost.exe,2144,RegCloseKey,HKCR\CLSID\{397a2e5f-348c-482d-b9a3-57d383b483cd},Process Monitor
1:10:50.5908213 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.5920505 PM,SearchProtocolHost.exe,1696,ReadFile,C:\Users\azureuser\Downloads\Ability Log\Rundll32 with Ordinal Value (T1218.011)\Rundll32 with Ordinal Value (T1218.011).CSV,Process Monitor
1:10:50.6070816 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.6081626 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.6081870 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.6501820 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.6537261 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.6710729 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.6855598 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.6915422 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.6915827 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 172.196.88.116.starhub.net.sg:59978,Process Monitor
1:10:50.6929667 PM,SearchProtocolHost.exe,1696,ReadFile,C:\Users\azureuser\Downloads\Ability Log\Rundll32 with Ordinal Value (T1218.011)\Rundll32 with Ordinal Value (T1218.011).CSV,Process Monitor
